,Date,Text,Likes,Retweets
184,2018-05-08 03:50:05,Its about being real. I've seen the corruption first handhttps://twitter.com/YouniversalLove/status/993692775332958208 …,2,1
185,2018-05-08 03:18:31,And resold.https://twitter.com/YouniversalLove/status/993690793629179904 …,3,0
186,2018-05-07 02:11:25,Should Oklahoma legalize marijuana for medical and recreational before all the other States do?,121,8
187,2018-05-06 21:25:12,"This is how Oklahoma treats small businesses. Go read this
https://www.facebook.com/jenni.brister.7 ",1,0
188,2018-05-06 18:12:57,@joe_exotic is crushing today's gubernatorial Forum. #GoJoeExotic,4,1
189,2018-05-06 01:24:33,3 waypic.twitter.com/9XBB69NTj5,20,5
190,2018-05-06 00:16:02,"Yes, Thank you so muchhttps://twitter.com/LibertyJackJ/status/992895163096760320 …",2,0
191,2018-05-06 00:13:42,"How much does the USDA APHIS cost the taxpayers in just FOIA's
#fixthisshit
https://www.facebook.com/joejschreibvogel/videos/959217590913711/ … https://www.facebook.com/permalink.php?story_fbid=1782258125166687&id=506410132751499 …",0,0
192,2018-05-06 00:13:41,"How much does the USDA APHIS cost the taxpayers in just FOIA's
#fixthisshit
https://www.facebook.com/joejschreibvogel/videos/959217590913711/ … https://www.facebook.com/permalink.php?story_fbid=2116042095090266&id=580813935279764 …",0,0
193,2018-05-06 00:13:41,"How much does the USDA APHIS cost the taxpayers in just FOIA's
#fixthisshit
https://www.facebook.com/joejschreibvogel/videos/959217590913711/ … https://www.facebook.com/joeexoiticcountrymusic/posts/1033868380104085 …",0,0
194,2018-05-05 21:26:13,Yes.... Thank youhttps://twitter.com/eli_chenoweth/status/992853681379971072 …,3,1
195,2018-05-05 16:44:01,If you have never registered to vote let me know. Last day is June 1. I'll send you a packet,13,3
196,2018-05-04 19:09:17,I have the young vote. Too cutepic.twitter.com/eqyKvM7PzL,8,0
197,2018-05-03 15:00:07,"Anyone need a job? The zoo needs a photographer, Place to stay, all bills paid, water, cable, elec, 300.00 wk in your pocket. DM me for info",73,10
198,2018-05-03 13:44:48,"We need some places to hold more debates before June 26th, the people deserve to ask questions. And confront the policies",9,4
199,2018-05-03 13:23:24,So is it the Rich Candidates only say what they think you want to hear depending on the crowd? At the last debate Todd Lamb was all about corporate jobs big business until I put out the last video now on the news him and @DonaldJTrumpJr claim sm business is what holds OK together,5,2
200,2018-05-03 03:03:53,Animals and people all safe. Bit of water in the house https://twitter.com/griffith_clete/status/991872657422462976 …,9,0
201,2018-05-03 02:20:50,The water coming in your new governors mansion. Is this life or what? Still wouldn't change it for nothing.  Honest livingpic.twitter.com/FMLChya66h,13,0
202,2018-05-03 01:33:55,Hang on to your ass Eleanor the storms are here,57,11
203,2018-05-02 16:44:52,"I say make lobbyist illegal all together keep politicians more honest.https://nondoc.com/2018/05/02/ethics-commission-legislature-clash-over-rules/?utm_campaign=coschedule&utm_source=twitter&utm_medium=nondocmedia&utm_content=Cool%20it:%20Ethics%20Commission,%20Legislature%20clash%20over%20rules …",3,0
204,2018-05-02 16:42:36,"So the Tulsa World says the one with the most money wins an election. Todd Lamb and Stitt are the millionaires with the most to gain wins. I say the people are sick of rich people running our lives so can we win this by just being honest?
http://www.joeexoticforgovernor.com  if you want to $",9,0
205,2018-05-02 03:19:20,Lil who said women? If I wanted to sell my shit why cant i?https://twitter.com/SoulOfJenn/status/991516922872238085 …,8,1
206,2018-05-02 02:52:28,#joeforgov #mymanhttps://twitter.com/joe_exotic/status/991506565374119937 …,8,2
207,2018-05-02 02:50:34,"I have said they are all crooks and we need someone to hold them accountable.  Here is more missing money we could have done more for education and mental health #fixthisshit #votejoeexotic
http://m.newson6.com/story.aspx?story=38081928&catId=112042 …",3,1
208,2018-05-02 02:36:01,"Should prostitution be legal? It's your body, you own it. 20 dollars is 20 dollars. Lol",104,15
209,2018-05-02 02:32:04,#fixthisshit #votejoeexotichttps://twitter.com/RobertBentley76/status/991128192231456769 …,1,1
210,2018-05-02 02:08:19,Thank you. Let's keep it real for the people https://twitter.com/_DirtyWhiteBoy/status/991497449465438208 …,1,1
211,2018-05-02 00:31:27,"Just about all of them are snakes, they dont give a shit about us https://twitter.com/ILoveCatsMore/status/991472996689858560 …",2,0
212,2018-05-02 00:12:16,"Let's bitch about the real problems in this State during this race not just the rich problems
https://www.facebook.com/joejschreibvogel/videos/957126344456169/ … https://www.facebook.com/joeexoiticcountrymusic/posts/1031569980333925 …",0,0
213,2018-05-02 00:12:14,"Let's bitch about the real problems in this State during this race not just the rich problems
https://www.facebook.com/joejschreibvogel/videos/957126344456169/ … https://www.facebook.com/permalink.php?story_fbid=2111107295583746&id=580813935279764 …",0,0
214,2018-05-02 00:12:14,"Let's bitch about the real problems in this State during this race not just the rich problems
https://www.facebook.com/joejschreibvogel/videos/957126344456169/ … https://www.facebook.com/permalink.php?story_fbid=1778221032237063&id=506410132751499 …",0,1
215,2018-05-02 00:10:30,"Here me bitch
https://www.facebook.com/joejschreibvogel/videos/957126344456169/ …",4,1
216,2018-05-01 23:14:15,ROTFLMAOhttps://twitter.com/DixonDoogie/status/991455365165453312 …,3,0
217,2018-05-01 22:59:40,Such disrespecthttps://twitter.com/kriscoop80/status/991451809439977472 …,2,0
218,2018-05-01 22:59:22,I think he got raped by a toll booth at some point that is all he ever bitches about in a debate. https://twitter.com/DucDucBass/status/991451677466087424 …,4,0
219,2018-05-01 22:53:31,"What a PRICK. And this is how he would respect you and your family just to gain something for him, if he were to win which he will not.
#fixthisshit #dontvotegaryrichardsonhttp://kfor.com/2018/04/30/gary-richardson-political-ad-stirs-controversy/ …",5,1
220,2018-04-30 17:59:08,@joe_exotic was at the Capitol protesting WITH the teachers. He's the only gubernatorial candidate from any party I saw there.,4,3
221,2018-04-30 18:29:44,Oklahoma needs a Governor that can be compassionate with everyone and everything instead of what benefits him/her only. Its the only way to get Oklahoma people back on their feet.pic.twitter.com/soxKd2yn7F,37,11
222,2018-04-30 18:28:18,"no one else took the time to be real, some sent their aids to do it for themhttps://twitter.com/RobEinsle/status/991014102716833792 …",9,3
223,2018-04-30 15:07:28,"@iamjohnoliver incidentally, @joe_exotic is the only non #Democrat gubernatorial candidate in #oklahoma who has been explicitly and unconditionally pro #oked",9,4
224,2018-04-30 13:00:08,"@iamjohnoliver thought you might be interested, given you did a piece on @LastWeekTonight about him... @joe_exotic is now running for governor here on #oklahoma.",2,1
225,2018-04-30 03:21:47,"First Oklahoma gubernatorial candidate to release a kissing photo in #election2018? I haven’t been keeping up, but it’s steamier than most of the spouse shots I’ve seen so far.https://twitter.com/joe_exotic/status/990788700857659393 …",12,1
226,2018-04-30 03:43:20,"And a few more:

@BeverlyBallew 
*I’ve knownfor 40+ years. 
Can we get her some followers? 
@beautifulloozer
@gentlemindmom
@lisa_jocko
@Stand4Animals1
@Moon_Rafiq_90
@And_R_Chelsea
@kamakuraotko
@katkel_sc
And everyone needs some 
@joe_exotic in their lives.",6,1
227,2018-04-30 03:03:28,Someone tell this guy I'm not the camelpic.twitter.com/GymP893KK6,15,1
228,2018-04-30 02:19:11,Thank you sir https://twitter.com/akhuckeby/status/990769066137833472 …,1,0
229,2018-04-30 02:18:50,How fun. Thanks for cominghttps://twitter.com/sportsradiodc/status/990771301982892032 …,0,0
230,2018-04-29 23:54:58,Awesome love yahttps://twitter.com/MeganMarieEaton/status/990732630055444480 …,6,1
231,2018-04-29 19:25:53,If you ever saw a paid crowd to clap and attend in person and online it was there last night right along with the dozen or so body guards. Dog and pony show it was,1,0
232,2018-04-29 19:23:40,"From all the debates and Forums I have been in, they will never get it will they Tax Tax give breaks to the big guys Let's fight for the real problems in the whole State, you, me and the people out here that need help and the education real people need to excel not what they need",6,1
233,2018-04-29 19:21:36,Thank you mam https://twitter.com/_mackaroon/status/990670168224358401 …,2,1
234,2018-04-29 18:25:38,"All they care about is corporate jobs, they will never understand the underlying problem out here in the rest of Oklahoma where people really live and pay bills, let's just raise taxes is their answer to every problem.",15,3
235,2018-04-29 01:52:44,#FixThisShit,2,1
236,2018-04-29 02:25:27,Thank you for having mehttps://twitter.com/DodsonMick/status/990410345574469632 …,1,0
237,2018-04-29 01:23:51,Awesome debate.  Thanks for the support.  I love the people of Oklahoma so  let's #fixthisshit,5,0
238,2018-04-29 01:09:13,Me and I don't need a tax payer one.https://twitter.com/jgrobinson1/status/990359578113175552 …,3,0
239,2018-04-28 21:50:22,A few pics from tonight's @FOIoklahoma gubernatorial debate. It gets underway at 5 pm. #FOIOKdebate #FOIpic.twitter.com/nINhwphhiS – at Nigh University Center,8,4
240,2018-04-28 23:54:03,"#FOIOKDebate: as end nears, I’m calling @joe_exotic the winner of most laugh lines, including “I’ve got the long hair but I don’t smoke pot” and calling city council members “baby politicians”",10,3
241,2018-04-28 19:37:09,Tonight you can ask questions via Twitter and facebook during the debate at 5pm. Live stream http://Facebook.com/ucentral  @FOIoklahoma,0,0
242,2018-04-28 16:04:46,Oklahoma Governor Joe Exotic Picnics with Striped Horse.https://twitter.com/joe_exotic/status/990259137496993794 …,11,3
243,2018-04-28 15:59:11,"When love and respect works both ways. Let's Make Oklahoma Awesome again.
#fixthisshitpic.twitter.com/lqcoYXYoVL",15,1
244,2018-04-28 15:54:30,"Come See Me Tonight. A real debate with real questions for once.
FOI-OK’s Gubernatorial Debate on Open Government & The First Amendment
5-7 p.m. Saturday, April 28
Constitution Hall, Nigh University Center
University of Central Oklahoma
100 N. University Dr.
Edmond, OK 73034",5,1
245,2018-04-28 15:52:15,Again it's all about Lobbyist and Lawyers. They all should be banned from holding a political office. Its all about moneyhttps://twitter.com/johnson_brandp/status/990247850587156480 …,5,0
246,2018-04-28 12:55:17,Thank you Sir https://twitter.com/david_fisher96/status/990087489326075904 …,4,0
247,2018-04-28 02:23:24,Only in Oklahomahttp://www.kxii.com/content/news/Former-Oklahoma-police-chiefs-rape-trial-begins-481005431.html?refresh …,7,0
248,2018-04-28 01:59:56,Heading home from TX with the new kid. Bug debate Saturday night at UCO. See ya therepic.twitter.com/96tlG0lQNt,38,1
249,2018-04-27 22:33:02,Hello Oklahoma? https://twitter.com/krassenstein/status/989964026825363456 …,29,8
250,2018-04-27 21:26:30,Our current politicians.  All monkeyspic.twitter.com/aA35BnTbfV,77,8
251,2018-04-27 18:54:57,You would think they would be wanting votes not dividing this State more during an election. #fixthisshit https://twitter.com/Dont_Do_It_Meat/status/989939489547177984 …,0,0
252,2018-04-27 18:46:50,800 mil under budget and this is what they waste their time onhttps://www.lgbtqnation.com/2018/04/bill-making-legal-ban-gays-lesbians-adopting-passes-oklahoma/ …,29,11
253,2018-04-27 16:55:56,Love you Meganhttps://twitter.com/MeganMarieEaton/status/989905112066854914 …,7,0
254,2018-04-27 02:01:00,I got your backhttps://twitter.com/SadieHainzinger/status/989682532307398657 …,2,1
255,2018-04-27 02:00:09,Bet on it https://twitter.com/griffith_clete/status/989685351085199361 …,1,0
256,2018-04-27 00:30:19,Joe Exotic apparently oblivious to Kevin Stitt’s head.pic.twitter.com/efIZPQLdJk,23,3
257,2018-04-27 00:51:12,OSU gang I love youpic.twitter.com/ZDgfaQ0F96,54,13
258,2018-04-26 21:15:06,Count on ithttps://twitter.com/steven_hair/status/989612846714568704 …,3,0
259,2018-04-26 20:55:06,But you cant own a pitbullhttp://www.koco.com/article/oklahoma-house-discussing-constitutional-carry-bill/20067096 …,6,1
260,2018-04-26 20:23:35,We will be heard.https://twitter.com/SoulOfJenn/status/989599869840052225 …,3,0
261,2018-04-26 20:16:49,I cannot thank you all enough for the overwhelming support.  I will not let you downpic.twitter.com/SdGFJWQsom,51,3
262,2018-04-26 18:55:41,Stillwater will be blessed on this dayhttps://twitter.com/joe_exotic/status/989530973137199104 …,6,1
263,2018-04-26 17:11:23,I know where I’m gonna be at 5:30 https://twitter.com/joe_exotic/status/989530973137199104 …,7,1
264,2018-04-26 16:30:27,The Hollywood Weekly Magazine Just Came Out!!!!pic.twitter.com/MB1B37Br6v,7,2
265,2018-04-26 15:53:50,Be there or be square!! #fixthisshithttps://twitter.com/joe_exotic/status/989530973137199104 …,3,1
266,2018-04-26 15:45:43,OSU People I will be in Stillwater Tonight from 5.30 to 7.30 at the OSU Student Union Theater 203 for a form. Come get your yard signs and rolling papers and listen to the form and lets #fixthisshit,46,14
267,2018-04-26 03:14:13,Will have video tomorrow up.https://twitter.com/LibertyJackJ/status/989340993605513216 …,4,0
268,2018-04-26 02:35:24,Seth will provide free hats https://twitter.com/real_M_Williams/status/989327774816067584 …,2,0
269,2018-04-26 02:28:03,Seth will provide free hats. Lol https://twitter.com/real_M_Williams/status/989327774816067584 …,2,0
270,2018-04-26 02:03:21,Purcell Oklahomapic.twitter.com/UhhgtCqDxL,10,1
271,2018-04-26 01:59:27,Is that @CalebGotKicks I see,4,2
272,2018-04-25 23:01:46,Cool. Thank you.,2,1
273,2018-04-26 01:26:03,My OU crew. #fixthisshitpic.twitter.com/eVBRZwU6sz,80,18
274,2018-04-25 23:19:32,OU says vote Joe Exotic #fixthisshitpic.twitter.com/8d07zPxjRW,32,2
275,2018-04-25 22:49:56,Yeshttps://twitter.com/thunderchikn/status/989267214535675904 …,2,0
276,2018-04-25 21:41:24,OU supporters be sure and come get your yard signs tonight at the debate in Norman at the student union from 7pm 9pm,4,0
277,2018-04-25 17:57:17,Headed to Fox 26 to interview with the one and only @philsnews,5,0
278,2018-04-25 16:07:41,"So after all of the effort we still did not get 5 day school days, classroom supplies but the DOC got the 1/2 Billion, 165 mil for Dept of Trans. #fixthisshit Still waiting to see if this passes.",6,0
279,2018-04-25 13:45:03,"TONIGHT, you can pick up your yard signs at this location before or after the debate. 7pm Scholars Room Memorial Union. Come let your voice be heard.
See ya therepic.twitter.com/gM0nsdVLAC",8,1
280,2018-04-25 02:25:03,So the USDA spends 5mil to buy the land built this building in Paul's valley OK uses it for 6mo. Now empty for sale. Why not make it into a free drug and birth cntr clinic and help peoplepic.twitter.com/WCJeeKfAlj,21,2
281,2018-04-24 21:29:10,Did you know in Oklahoma in just one prison we have a man convicted in 2008 of 3 life sentences for murder and WE the TAXPAYERS are paying for his sex change and a private cell just because? #fixthisshit but if you owe $40 in back taxes they take your license away to work.,29,8
282,2018-04-24 21:10:44,You all better vote yes on SQ788 cause I got my first load of soil in to start growing this Joe Exotic herb the min they say go.pic.twitter.com/RkBwTzRZWx,81,20
283,2018-04-24 15:19:26,You guys crack me up @TheLostOglehttps://www.thelostogle.com/2018/04/23/how-to-run-a-successful-campaign-for-the-ok-legislature-a-tlo-guide/#more-78906 …,2,0
284,2018-04-24 15:05:37,You all come listen to this. Pick up your yard signs while therehttps://twitter.com/CenOKLP/status/988440796054552576 …,7,2
285,2018-04-23 14:11:46,I have Mick Cornett on video at the last form admitting he paid a lobbyist 100k for the City of OKC to influence politicians at the Capitol. Ban Lobbyist and use that money to build tiny houses for the homeless vets. Make politicians honest,19,5
286,2018-04-23 14:08:28,thank youhttps://twitter.com/ultimateglaceon/status/988280835265716224 …,4,0
287,2018-04-23 10:22:46,Get in there@Joe_exotic,3,1
288,2018-04-23 12:20:09,FYI everyone Joe Exotic is NOT cutting his hair if he gets elected governor and it doesn’t appear that it’s up for discussion.https://twitter.com/joe_exotic/status/988211414572716032 …,3,1
289,2018-04-23 04:52:53,"Get my ass in there. We are banning all lobbyists,  vetoing all Bill's against personal rights n freedoms and #fixthisshithttps://twitter.com/JCardCubs/status/988242336953008129 …",10,2
290,2018-04-23 00:46:39,Trust me I'm the only one you can count on staying true to my wordhttps://twitter.com/ktrusty03/status/988217314268139520 …,8,0
291,2018-04-23 00:22:15,"NOT GOING TO HAPPEN, what the hell does my hair got to do with anything. I would represent half of the 3.5 mil people that have long hair or beards, would that make me more honest or a hypocrite?https://twitter.com/ktrusty03/status/988198081731710977 …",22,4
292,2018-04-22 21:50:09,All of my OU supporters don't miss this. You are gonna pull your hair out on this onehttps://twitter.com/OU_SGA/status/988159270591062016 …,19,3
293,2018-04-21 21:35:53,Could you imagine this at the Mansion instead of Mary Fallin's daughters trailer house?pic.twitter.com/iZ7c8bvcTM,65,13
294,2018-04-21 21:22:39,lol https://twitter.com/ILoveCatsMore/status/987790351531462656 …,3,1
295,2018-04-21 19:19:25,Love ya back https://twitter.com/JasminTadlock/status/987745275295993856 …,2,0
296,2018-04-21 16:34:24,"Yes, he loved the baby tigers. Very sad to have died in a plane crash. Proves to live today for today and expel the BS and hatred from your life as life is to short. Thank you for helping build the nursery in his memory.https://twitter.com/CollinClabes/status/987729357312548864 …",4,3
297,2018-04-21 14:57:52,"At the Footloose Festival today in the Gym. If you live close to Elmore City come get your yard sign and let's #fixthisshit 
Lots of new voters this year. Going to be interesting!!!!pic.twitter.com/Zw2R1TMWx9",20,4
298,2018-04-21 14:51:29,"Shit, wouldn't that be nice. LOL  Maybe do like Trump and build a big ass wall to keep the clouds on the Texas side of the boarder on weekends and make Texas pay for it......https://twitter.com/ThomasDerring/status/987704326628966400 …",12,0
299,2018-04-21 14:33:14,Rain is good but why always on a weekend?,52,15
300,2018-04-21 03:36:46,No shot #fixthisshithttps://twitter.com/JustOSUThings/status/987505169800810496 …,1,0
301,2018-04-20 18:35:57,You wonder why kids are taught to be closed-minded in school? How far can special interest groups enforce their agendas? This is a State test here in Tulsa that a 3rd grader was forced to take. What does this have to do with teaching them anything but agendas? we wonder whats wrgpic.twitter.com/zhgstTYcfm,7,0
302,2018-04-20 13:59:30,And you wonder why nothing gets done up there?https://twitter.com/themc972/status/987152917114359810 …,8,1
303,2018-04-20 13:49:34,Lite one up for Travispic.twitter.com/Lw44HAAwI7,54,14
304,2018-04-19 21:21:00,No incase I have an encounter with animal rights groups https://twitter.com/HunterDavisx/status/987074154401882116 …,25,5
305,2018-04-19 19:15:54,It would weed out the crooks huh? https://twitter.com/liberalwhisper/status/987046964251459584 …,2,0
306,2018-04-19 19:11:40,They know if you're fake or have a cold heart. Let's have a debate in a cage with them and see who they trust.......pic.twitter.com/bpINgXSUA6,54,17
307,2018-04-19 19:08:18,Thank you. I will not let you down https://twitter.com/griffith_clete/status/987033811136516097 …,2,0
308,2018-04-19 16:18:14,"This election remember when you vote we serve you the people, you are the ones that are the bosses of the elected, the elected are not intended to be your bosses. Vote smart #fixthisshit",8,0
309,2018-04-19 14:55:40,"I will be at the debate ""Form"" in the Simmons Center today at 5.30-7.30 so if you live in Duncan come see the fireworks and pick up a yard sign for your yard.pic.twitter.com/RGWQ65VQw8",15,1
310,2018-04-19 01:36:29,Thank you sirhttps://twitter.com/580DrBeckham/status/986765697995956224 …,1,0
311,2018-04-18 22:46:22,Your children are being sent home with Standardized test from school to further nothing more than an agenda? I call Bullshit and this State Education System needs to answer as to why our children are... https://www.facebook.com/Josephmaldonadogovernor/posts/2510605462299110 …,4,2
312,2018-04-18 20:44:47,@joe_exotic or busthttps://twitter.com/cenoklp/status/986392269170278402 …,7,1
313,2018-04-18 21:06:45,Your children are being sent home with Standardized test from school to further nothing more than an agenda? I call Bullshit and this State Education System needs to answer as to why our children are being... https://www.facebook.com/joeexoiticcountrymusic/posts/1024206751070248 …,5,2
314,2018-04-18 21:06:42,Your children are being sent home with Standardized test from school to further nothing more than an agenda? I call Bullshit and this State Education System needs to answer as to why our... https://www.facebook.com/permalink.php?story_fbid=2095729597121516&id=580813935279764 …,2,1
315,2018-04-18 21:06:42,Your children are being sent home with Standardized test from school to further nothing more than an agenda? I call Bullshit and this State Education System needs to answer as to why our... https://www.facebook.com/permalink.php?story_fbid=1765398026852697&id=506410132751499 …,1,0
316,2018-04-18 20:54:38,damn straighthttps://twitter.com/_DirtyWhiteBoy/status/986707135668146176 …,5,1
317,2018-04-18 20:20:39,"Where is all of my Rolling Paper voters out there. Go show them how election day is going to work out for them.
GO VOTE ON THIS POLLhttps://twitter.com/CenOKLP/status/986392269170278402 …",19,4
318,2018-04-18 19:26:29,Oh hell another online poll. Go vote folkshttps://twitter.com/CenOKLP/status/986641349008154624 …,3,1
319,2018-04-18 16:25:53,@JenniWil48  we need to move to Oklahoma...https://twitter.com/joe_exotic/status/986635644951826432 …,2,1
320,2018-04-18 19:25:22,No doubthttps://twitter.com/ictlisa/status/986678115551166464 …,2,0
321,2018-04-18 19:07:23,Come watch how bad they liehttps://twitter.com/LauraEastes_OKC/status/986631922532208641 …,5,2
322,2018-04-18 18:29:21,"My Governor's name is Joe Maldanado-Passage! Not sure who they are talking about??? 
#fixthisshit",3,1
323,2018-04-18 16:00:43,"I would rather speak for the people than to the people. It is time you are heard talking instead of being talked to like Government children. They want you off Government aid but make it illegal to live off grid to take care of yourselves.
#fixthisshit",15,3
324,2018-04-18 15:39:46,"Had a great interview this morning on Political T&T
Let's take our rights back and #fixthisshit",4,0
325,2018-04-18 02:12:17,I'd rather it be condoms. Kids are having sex. It's always been that way. We have one of the highest teen pregnancy rate in the country. We need to stop being so prudish and open our eyes.,7,2
326,2018-04-18 01:34:28,Their worried now all they got is outright slander. It was rolling papers I handed out not condoms but I do have them. Are these who we want in office.  Lying bastardspic.twitter.com/uuVSyU5OZW,76,29
327,2018-04-17 22:54:13,Thank youhttps://twitter.com/JohnnyChicago96/status/986350040703696901 …,9,0
328,2018-04-17 18:31:07,Found my new cover photohttps://twitter.com/joe_exotic/status/986285599849148416 …,8,1
329,2018-04-17 18:08:45,Thank you Rob https://twitter.com/RobEinsle/status/986294823689826304 …,9,2
330,2018-04-17 16:49:45,Billboards in Oklahomapic.twitter.com/ETY7wxexa8,99,38
331,2018-04-17 15:35:12,"To love you have to love all.
Even my batspic.twitter.com/XgQqS9lcD6",22,3
332,2018-04-17 01:04:07,With all the bullshit in the world today @POTUS could come up with today was to sign a bill allowing mother grizzly bears and mother wolves to be shot while they have cubs. Get off your ass Mr. and get HR2603 passed and signed so we can save 1 billion,9,3
333,2018-04-17 00:48:34,https://www.facebook.com/photo.php?fbid=949128065255997&set=a.105480966287382.12647.100004764370656&type=3 … https://www.facebook.com/joeexoiticcountrymusic/posts/1022994561191467 …,1,0
334,2018-04-17 00:48:32,https://www.facebook.com/photo.php?fbid=949128065255997&set=a.105480966287382.12647.100004764370656&type=3 … https://www.facebook.com/permalink.php?story_fbid=2093484360679373&id=580813935279764 …,1,0
335,2018-04-17 00:48:31,https://www.facebook.com/photo.php?fbid=949128065255997&set=a.105480966287382.12647.100004764370656&type=3 … https://www.facebook.com/permalink.php?story_fbid=1763638227028677&id=506410132751499 …,1,0
336,2018-04-16 22:24:23,"Boom!!
https://www.facebook.com/photo.php?fbid=949128065255997&set=a.105480966287382.12647.100004764370656&type=3 …
You can go read the whole thing online at
https://issuu.com/hollywood/docs/digital__joe_exotic …pic.twitter.com/60trcISFNs",2,1
337,2018-04-16 22:23:04,"Boom!!
https://www.facebook.com/photo.php?fbid=949128065255997&set=a.105480966287382.12647.100004764370656&type=3 …
You can go read the whole thing online at
https://issuu.com/hollywood/docs/digital__joe_exotic … https://www.facebook.com/Josephmaldonadogovernor/posts/2507546912604965 …",2,2
338,2018-04-16 00:53:31,I'm more worried about lootershttps://twitter.com/CallieCo_/status/985670567062835200 …,8,0
339,2018-04-15 21:39:46,To become Governor of Oklahoma I will support the rights of everyone. Even the assholes. Because when I become Governor you will enjoy your life and freedom much more and there won't be a need to be an asshole and hate life any longer.,71,15
340,2018-04-15 21:36:22,Be sure and check out the new site http://www.joeexotictv.com  we will start our shows back very soon http://www.joeexotictv.com/ ,4,1
341,2018-04-15 19:49:02,"If Russia strikes or invades the U.S. all of you Anti Gun Ownership people be ready to stand on the front line to throw your rocks, I will back you up with my AR15",61,13
342,2018-04-15 19:45:17,"OOOH, this weather sucks ass and we don't want to get up. Maybe Wednesday huh?pic.twitter.com/X0RwrWCOAj",13,1
343,2018-04-15 15:02:32,"Spent the day yesterday talking to folks, pretty impressive how many Republicans and Democrats say they are voting for me in the General Election, So lets win the Primaries",14,3
344,2018-04-15 04:18:32,"@MaryFallin you’ve done a terrible job as governor, and I cannot WAIT until @joe_exotic takes your place",14,4
345,2018-04-14 16:19:08,Not sure where or why all of you bots and parody accounts came from but I will be blocking all of you for trashing my news feed. Go play elsewhere,15,0
346,2018-04-14 16:13:01,You all made the inside of this months Hollywood Weekly Magazine.  How cool is thatpic.twitter.com/qFrj2eIkA2,18,2
347,2018-04-14 14:08:39,"My speech yesterday in Duncan on SQ788
https://www.facebook.com/joejschreibvogel/posts/947634605405343 …",4,0
348,2018-04-14 03:20:51,The cover of a national magazine they just sent that will be in every airportpic.twitter.com/Ro6uvQ7pTE,30,6
349,2018-04-13 23:35:27,Let's see some likes and comments on people wanting to #fixthisshit once and for all,35,3
350,2018-04-13 22:55:48,Shake that cagepic.twitter.com/mTvW8l3h6J,16,2
351,2018-04-13 22:54:06,https://m.facebook.com/story.php?story_fbid=947582345410569&id=100004764370656 … https://www.facebook.com/Josephmaldonadogovernor/posts/2502651236427866 …,1,0
352,2018-04-13 19:44:45,When no one shows up for your partypic.twitter.com/MPpfttMGPZ,62,7
353,2018-04-13 04:33:47,"Hey y’all, I’ve transitioned from anarchism over to left-libertarian minarchism, and I now support rule by Exotic.https://twitter.com/joe_exotic/status/984569847471276032 …",15,2
354,2018-04-13 00:18:29,This dude had the best campaign ad for the 2016 presidential election.https://twitter.com/joe_exotic/status/984569847471276032 …,8,1
355,2018-04-12 23:11:58,"Yard signs are here. what ya think? Not sending them out until the middle of May so we don't waste them and we will not be mailing them, we will post where in each town you can pick them up.pic.twitter.com/lUQAqOU9II",99,27
356,2018-04-12 23:00:43,"If you are in the Duncan Area I will be here tomorrow as the main speaker
https://www.facebook.com/events/365037867310752/ …",1,0
357,2018-04-12 22:49:10,Political corruption starts with mini crooked politicians called City Council men and women. Then they grow up to become crooked Senators and Representatives. Buck stops here #fixthisshit,10,4
358,2018-04-12 22:36:40,"If we don't change it now, There might not be a later.
""Joe Exotic""",30,7
359,2018-04-12 15:29:20,This would not be happening if @joe_exotic was our governor. Just saying.,10,3
360,2018-04-12 16:57:30,the governor we didn’t know we needed  #FixThisShitpic.twitter.com/SCvipCqYJb,23,7
361,2018-04-12 03:11:07,Would you stop being so charitable your making everyone on the planet  look bad. Go joe. Much love,4,1
362,2018-04-12 03:30:01,Not anymorehttps://twitter.com/johnson_brandp/status/984271616883548160 …,5,0
363,2018-04-12 02:45:49,Had a blast helping raise money for the disabled today wit Pi Kappa Pupspic.twitter.com/LkFJ1yp4Jk,43,9
364,2018-04-12 02:42:47,Spent some time with Pi Kappa Pups today raising money for disabled people.  Thanks guys,13,1
365,2018-04-11 23:34:41,We need @joe_exotic,5,1
366,2018-04-12 02:32:57,Thank youhttps://twitter.com/RobEinsle/status/984240985340366848 …,2,0
367,2018-04-12 02:32:37,Thank youhttps://twitter.com/brightyynnn/status/984249046721286146 …,3,0
368,2018-04-12 01:58:09,"Total bullshit 
https://m.facebook.com/story.php?story_fbid=946548282180642&id=100004764370656 … https://www.facebook.com/Josephmaldonadogovernor/posts/2499586733400983 …",1,0
369,2018-04-12 00:57:27,"We got to stop them from taking your voice and rights away.
https://www.facebook.com/joejschreibvogel/videos/946548282180642/ … https://www.facebook.com/joeexoiticcountrymusic/posts/1020252334799023 …",4,1
370,2018-04-12 00:57:22,"We got to stop them from taking your voice and rights away.
https://www.facebook.com/joejschreibvogel/videos/946548282180642/ … https://www.facebook.com/permalink.php?story_fbid=2087745337919942&id=580813935279764 …",1,0
371,2018-04-12 00:57:21,"We got to stop them from taking your voice and rights away.
https://www.facebook.com/joejschreibvogel/videos/946548282180642/ … https://www.facebook.com/permalink.php?story_fbid=1758743384184828&id=506410132751499 …",1,0
372,2018-04-11 20:48:54,Vote out everyone that voted yes. Its never up to you. Now their playing Dr.pic.twitter.com/4eL12vbcxP,12,2
